type,bodyId,hemilineage,side,nt,sign,from_legs,to_legs,interleg_syn,leg_out_syn,mn_direct_syn,total_out_syn,frac_interleg,contra_syn,ipsi_syn,diag_syn,top_pairs,class
IN23B036,803468,23B,L,acetylcholine,1,lh,lh,81.0,534.0,0.0,1495,0.054,29.0,0.0,52.0,lh->rm lh->rh,both
IN09B043,805732,09B,R,glutamate,-1,rm|lm,lm|rm|lf,81.0,140.0,0.0,827,0.098,59.0,8.5,13.5,rm->lm lm->rm rm->lf,contralateral
IN11A014,805774,11A,L,acetylcholine,1,lm,lm,81.0,332.0,0.0,732,0.111,5.0,76.0,0.0,lm->lh lm->lf,ipsilateral
IN14A028,809240,14A,L,glutamate,-1,rh,rh,81.0,476.0,9.0,603,0.134,48.0,33.0,0.0,rh->lh rh->rm,both
INXXX258,903780,XXX (unassigned),R,gaba,-1,rh,rh|lh,81.0,185.0,0.0,2328,0.035,81.0,0.0,0.0,rh->lh,contralateral
IN12B039,904939,12B,R,gaba,-1,lh,lh|rh,81.0,302.0,0.0,717,0.113,68.0,5.0,8.0,lh->rh,contralateral
IN20A.22A040,908626,20A/22A,R,acetylcholine,1,rf,rf,81.0,405.0,73.0,458,0.177,32.0,49.0,0.0,rf->rm rf->lf,both
IN16B016,800977,16B,L,glutamate,-1,lh,lh,80.9,906.0,612.0,1605,0.05,6.4,67.6,6.8,lm->lh lh->lm lf->lh,ipsilateral
IN03A069,803661,03A,L,acetylcholine,1,lf,lf,80.9,668.0,250.0,740,0.109,19.0,61.2,0.7,lm->lf rf->lf lf->lm,ipsilateral
INXXX331,903765,XXX (unassigned),L,acetylcholine,1,lh,lh|rh,80.9,185.0,0.0,1988,0.041,74.2,3.9,2.8,lh->rh,contralateral
IN16B117,810949,16B,L,glutamate,-1,lm|lf,lm,80.8,208.0,31.0,308,0.262,11.0,66.8,3.0,lf->lm lm->lh lm->rm,ipsilateral
INXXX220,802329,XXX (unassigned),L,acetylcholine,1,lh|rm,rh|lh,80.6,113.0,0.0,3378,0.024,31.5,22.5,26.6,lh->rh rm->rh rm->lh,both
IN03A047,904975,03A,R,acetylcholine,1,rm,rm,80.6,686.0,480.0,686,0.118,0.3,26.3,53.9,lf->rm rh->rm rm->lh,both
IN01A050,907364,01A,R,acetylcholine,1,lm,lm,80.6,912.0,11.0,1363,0.059,11.4,68.6,0.6,lf->lm lm->lf lm->rm,ipsilateral
"IN21A045,IN21A046",908971,21A,R,glutamate,-1,lm|rf,rf|rm|lm,80.6,120.0,0.0,283,0.285,20.6,15.4,44.6,lm->rf lm->rm rf->rm,both
IN08B082,811522,08B,R,acetylcholine,1,rh|lh,lh,80.5,111.0,89.0,173,0.465,65.6,2.4,12.4,rh->lh,contralateral
IN00A035,904077,00A,M,gaba,-1,lh|rh,rf|lf|rm,80.5,85.0,0.0,998,0.081,3.0,35.2,42.4,lh->rf lh->lf rh->rf,both
IN20A.22A022,808420,20A/22A,L,acetylcholine,1,lm|lf,lm,80.4,290.0,87.0,387,0.208,0.0,80.4,0.0,lf->lm lm->lh lm->lf,ipsilateral
IN03A060,805474,03A,L,acetylcholine,1,lm,lm,80.3,1021.0,213.0,1101,0.073,14.6,65.6,0.1,lh->lm rm->lm,ipsilateral
IN12B045,812818,12B,R,gaba,-1,lm|rm|lf,lm|rm,80.3,138.0,73.0,158,0.508,47.1,22.8,10.3,rm->lm lf->lm lm->rm,both
GFC3,813687,-,R,acetylcholine,1,rh|lm,rh,80.3,245.0,29.0,281,0.286,0.0,22.1,58.2,lm->rh rm->rh lf->rh,both
IN16B101,904145,16B,R,glutamate,-1,rm|lf,rm,80.3,360.0,29.0,388,0.207,0.0,0.0,80.3,lf->rm,both
IN03A075,802363,03A,R,acetylcholine,1,rf,rf,80.2,570.0,294.0,621,0.129,17.5,55.7,7.1,rh->rf rf->rm lf->rf,both
IN00A047,908152,00A,M,gaba,-1,lh,lm|rm|lh,80.1,97.0,0.0,510,0.157,11.0,36.0,33.2,lh->lm lh->rm,both
IN08A035,801208,08A,R,glutamate,-1,rh|rm,rh,80.0,480.0,82.0,524,0.153,0.0,80.0,0.0,rm->rh,ipsilateral
IN03A038,804735,03A,L,acetylcholine,1,lm,lm,80.0,720.0,304.0,774,0.103,0.0,80.0,0.0,lm->lh lm->lf,ipsilateral
INXXX373,805026,XXX (unassigned),R,acetylcholine,1,rh,lh,80.0,80.0,0.0,1334,0.06,80.0,0.0,0.0,rh->lh,contralateral
IN06A073,806101,06A,R,gaba,-1,rh,rf|lm|lh|rh,80.0,97.0,0.0,1050,0.076,17.0,39.0,24.0,rh->rf rh->lm rh->lh,both
IN04B090,807204,04B,L,acetylcholine,1,lm,lm,80.0,508.0,40.0,583,0.137,0.0,80.0,0.0,lm->lh lm->lf,ipsilateral
IN08A031,808648,08A,L,glutamate,-1,lm|lh,lm,80.0,424.0,276.0,469,0.171,6.0,67.3,6.7,lh->lm,ipsilateral
IN06A094,808925,06A,L,gaba,-1,lh,rm,80.0,90.0,0.0,532,0.15,0.0,11.0,69.0,lh->rm lh->lm,both
IN03A061,809818,03A,R,acetylcholine,1,rf,rf|rm|lf,80.0,200.0,31.0,235,0.34,32.0,48.0,0.0,rf->rm rf->lf,both
IN12B075,810338,12B,L,gaba,-1,rm,rm|lm,80.0,251.0,0.0,326,0.245,68.0,6.0,6.0,rm->lm,contralateral
IN14A039,812329,14A,R,glutamate,-1,lh|rm,lh,80.0,273.0,0.0,406,0.197,0.4,21.7,57.9,rm->lh lm->lh,both
IN01B062,904421,01B,L,gaba,-1,lh,lh,80.0,563.0,0.0,1228,0.065,33.0,47.0,0.0,lh->lm lh->rh,both
IN01B027_a,804938,01B,R,gaba,-1,rh,rh,79.9,610.0,10.0,1454,0.055,11.7,55.9,12.3,rm->rh rh->rm rh->lh,both
IN01A041,806485,01A,L,acetylcholine,1,lf,lf|rf,79.9,278.0,0.0,424,0.188,42.3,32.9,4.7,lf->rf lm->lf lf->lh,both
IN04B015,807162,04B,L,acetylcholine,1,lf|lm,lf,79.9,510.0,288.0,527,0.152,0.0,79.9,0.0,lm->lf,ipsilateral
IN16B075_g,907849,16B,L,glutamate,-1,lm,lm,79.9,863.0,170.0,1087,0.074,11.9,67.0,1.0,lm->lh lm->lf rm->lm,ipsilateral
IN20A.22A050,804579,20A/22A,R,acetylcholine,1,rm,rm,79.8,318.0,12.0,326,0.245,0.0,79.8,0.0,rh->rm rf->rm,ipsilateral
IN04B074,805233,04B,R,acetylcholine,1,rh|rm,rh,79.8,364.0,201.0,385,0.207,15.7,60.8,3.3,rm->rh rh->lh,ipsilateral
IN13B023,805346,13B,L,gaba,-1,rf,rf,79.8,533.0,12.0,796,0.1,0.6,68.8,10.4,rm->rf rh->rf rf->lh,ipsilateral
IN12B040,806387,12B,R,gaba,-1,lm,lm,79.8,525.0,406.0,549,0.145,14.6,19.1,46.1,rh->lm lh->lm rm->lm,both
IN12B087,808146,12B,L,gaba,-1,lm|rh,rh,79.8,100.0,7.0,297,0.269,3.3,10.7,65.8,lm->rh lm->lh,both
IN14A011,801218,14A,R,glutamate,-1,lm,lm,79.6,1931.0,158.0,2402,0.033,32.7,46.6,0.3,lm->rm lm->lf lf->lm,both
IN23B011,802406,23B,R,acetylcholine,1,rh,rh|lf|lh|rm|lm,79.6,105.0,0.0,1242,0.064,19.4,22.0,38.2,rh->lf rh->lh rh->rm,both
IN20A.22A016,806531,20A/22A,L,acetylcholine,1,lm,lm,79.6,518.0,11.0,769,0.104,67.4,10.6,1.6,lm->rm lf->lm,contralateral
"IN16B088,IN16B109",809147,16B,L,glutamate,-1,lh,lh,79.6,340.0,19.0,472,0.169,41.3,35.6,2.7,lh->rh lh->lm lm->lh,both
IN17B014,803320,17B,R,gaba,-1,rh,lm|rm|rh,79.5,104.0,0.0,2419,0.033,1.8,34.7,42.9,rh->lm rh->rm,both
IN23B008,803388,23B,R,acetylcholine,1,rh|rm,lm|lh|rh,79.5,96.0,0.0,1338,0.059,31.5,16.5,31.5,rm->lm rh->lm rm->lh,both
IN09B046,807572,09B,L,glutamate,-1,lh|rh,lh|rh,79.5,138.0,0.0,697,0.114,58.5,10.5,10.5,rh->lh lh->rh,contralateral
IN12B049,808013,12B,R,gaba,-1,lh,lh|rh,79.5,180.0,0.0,498,0.16,51.2,24.5,3.8,lh->rh lh->lm,both
IN07B090,809585,07B,L,acetylcholine,1,lh,rh|lh,79.5,140.0,140.0,287,0.277,79.5,0.0,0.0,lh->rh,contralateral
IN04B083,904207,04B,R,acetylcholine,1,rh,rh,79.5,661.0,117.0,932,0.085,40.4,19.6,19.5,rh->lh lm->rh rm->rh,both
IN09A016,801681,09A,R,gaba,-1,rh,rh,79.4,634.0,7.0,2889,0.027,32.7,45.4,1.3,rh->lh rh->rm rm->rh,both
IN06A020,802633,06A,R,gaba,-1,lh|rh,lh|rh,79.4,160.0,7.0,1452,0.055,71.3,2.6,5.5,rh->lh lh->rh,contralateral
IN09A060,809746,09A,R,gaba,-1,rh,rh|lf,79.4,215.0,0.0,539,0.147,11.6,30.4,37.4,rh->lf rh->rm rf->rh,both
IN12B045,813150,12B,L,gaba,-1,lf|rm|lm,rm|lm,79.4,122.0,110.0,147,0.54,28.3,13.8,37.3,lf->rm lm->rm rm->lm,both
IN03A087,908979,03A,R,acetylcholine,1,rf,rf,79.4,248.0,86.0,267,0.298,28.6,49.4,1.4,rf->rm rf->lf rm->rf,both
INXXX346,802844,XXX (unassigned),L,gaba,-1,lh|rh,rh|lh,79.3,131.0,0.0,1185,0.067,79.3,0.0,0.0,lh->rh,contralateral
IN14A017,806783,14A,R,glutamate,-1,lm,lm,79.3,679.0,0.0,979,0.081,5.4,73.3,0.6,lf->lm lm->lf,ipsilateral
IN09A059,811765,09A,R,gaba,-1,rm|rh,rm,79.3,454.0,0.0,585,0.136,0.0,79.3,0.0,rh->rm,ipsilateral
IN21A063,905894,21A,R,glutamate,-1,rm|rf,rm,79.3,176.0,132.0,314,0.253,0.0,79.3,0.0,rf->rm,ipsilateral
IN03B042,804098,03B,L,gaba,-1,lf,lf,79.2,771.0,336.0,954,0.083,0.0,79.2,0.0,lh->lf lm->lf,ipsilateral
IN07B058,806969,07B,R,acetylcholine,1,lm|rm,lm|rm,79.2,152.0,0.0,550,0.144,56.5,9.6,13.1,rm->lm lm->rm rf->lm,contralateral
IN04B097,809029,04B,L,acetylcholine,1,lf|lh,lf,79.2,279.0,54.0,285,0.278,4.7,59.3,15.2,lh->lf lf->lm rh->lf,ipsilateral
IN13A042,905223,13A,L,gaba,-1,lf,lf,79.2,520.0,286.0,520,0.152,10.7,67.2,1.3,lm->lf lf->lm lf->rf,ipsilateral
IN16B125,907839,16B,R,glutamate,-1,rm|lf,rm|lm|rh,79.2,113.0,0.0,310,0.256,30.7,31.6,16.9,rm->lm rm->rh lf->rm,both
IN14A104,805175,14A,L,glutamate,-1,rh,rh,79.1,419.0,9.0,1185,0.067,0.8,64.1,14.2,rf->rh rm->rh rh->lm,ipsilateral
IN04B081,903075,04B,R,acetylcholine,1,rf|rm,rf,79.1,296.0,208.0,306,0.259,0.0,79.1,0.0,rm->rf,ipsilateral
IN21A015,801032,21A,R,glutamate,-1,rm,rm,79.0,2671.0,1843.0,2707,0.029,9.4,69.6,0.1,rh->rm rm->rf lm->rm,ipsilateral
IN17A041,804698,17A,R,glutamate,-1,rm,rm,79.0,1272.0,519.0,1294,0.061,0.0,79.0,0.0,rh->rm rf->rm,ipsilateral
"IN17A088,IN17A089",807568,17A,R,acetylcholine,1,rh,rh|rm,79.0,180.0,44.0,377,0.21,20.0,43.0,16.0,rh->rm rh->lh rh->lm,both
IN12B044_b,808547,12B,L,gaba,-1,rh|rm,rm,79.0,128.0,0.0,409,0.193,5.6,67.0,6.4,rh->rm,ipsilateral
IN20A.22A049,809264,20A/22A,L,acetylcholine,1,lh,lh|lm,79.0,317.0,9.0,421,0.188,6.0,73.0,0.0,lh->lm,ipsilateral
IN21A004,820881,21A,L,acetylcholine,1,lh,lh,79.0,2315.0,830.0,2470,0.032,34.5,44.2,0.3,lm->lh rh->lh lh->rh,both
IN16B075_i,905191,16B,R,glutamate,-1,rf,rf|rm,79.0,391.0,31.0,717,0.11,12.0,67.0,0.0,rf->rm rf->lf,ipsilateral
IN16B064,908038,16B,R,glutamate,-1,rf,rf|lf,79.0,321.0,96.0,737,0.107,54.0,25.0,0.0,rf->lf rf->rh,both
IN12B054,936193,12B,R,gaba,-1,rm|rh,lh|lm|rh,79.0,88.0,32.0,184,0.43,22.9,22.2,34.0,rm->lh rm->lm rm->rh,both
IN17A093,807552,17A,R,acetylcholine,1,rh|rm,rh|rm|lh,78.9,128.0,0.0,796,0.099,15.7,48.9,14.3,rm->rh rh->rm rh->lh,both
IN00A047,928393,00A,M,gaba,-1,lh|lm,lm|rm,78.9,93.0,0.0,383,0.206,18.5,30.5,30.0,lh->lm lh->rm lh->rh,both
INXXX281,803505,XXX (unassigned),L,acetylcholine,1,lh|rm,rh|lh,78.8,122.0,11.0,1940,0.041,48.3,15.8,14.7,lh->rh rm->rh rm->lh,both
IN04B081,813485,04B,R,acetylcholine,1,rf|rh,rf,78.8,207.0,122.0,207,0.381,5.3,70.8,2.7,rh->rf rm->rf,ipsilateral
IN19A030,802010,19A,R,gaba,-1,rh,rh,78.6,845.0,135.0,1049,0.075,35.5,41.9,1.2,rm->rh rh->lh lh->rh,both
IN03A048,804727,03A,L,acetylcholine,1,lh,lh,78.6,1061.0,553.0,1153,0.068,39.7,38.8,0.0,rh->lh lm->lh,both
IN09A043,810983,09A,R,gaba,-1,rh|lm,rh|rm,78.6,148.0,0.0,395,0.199,11.8,25.7,41.1,lm->rh rh->rm lm->rm,both
IN01A069,813770,01A,L,acetylcholine,1,lh|lm|rf,rf,78.6,93.0,0.0,245,0.321,7.5,5.4,65.8,lh->rf lm->rf,both
IN09A002,800896,09A,R,gaba,-1,rm,rm,78.5,1538.0,900.0,1875,0.042,24.1,22.6,31.8,rm->lh rm->rh lm->rm,both
IN02A024,804274,02A,L,glutamate,-1,lh,lh|rm,78.5,167.0,6.0,1019,0.077,17.5,6.3,54.8,lh->rm lh->rh,both
IN11A014,805854,11A,R,acetylcholine,1,rh|rm,rm|rf,78.5,114.0,0.0,557,0.141,0.0,78.5,0.0,rh->rm rh->rf,ipsilateral
"IN21A023,IN21A024",907818,21A,R,glutamate,-1,rf,rf,78.5,895.0,0.0,1052,0.075,29.3,47.5,1.7,rm->rf rf->lf,both
IN12B024_b,805578,12B,R,gaba,-1,lh,lh,78.4,290.0,71.0,322,0.243,36.5,38.4,3.4,lh->rh lh->lm lm->lh,both
IN20A.22A036,805392,20A/22A,L,acetylcholine,1,lm,lm,78.3,468.0,96.0,493,0.159,0.5,69.0,8.7,lm->lh lf->lm lh->lm,ipsilateral
IN20A.22A050,812481,20A/22A,R,acetylcholine,1,rm|rh,rm,78.3,266.0,0.0,271,0.289,0.0,78.3,0.0,rh->rm,ipsilateral
IN03A075,905058,03A,R,acetylcholine,1,rh,rh,78.3,636.0,398.0,698,0.112,36.1,41.3,0.9,rh->lh rh->rm rm->rh,both
IN20A.22A047,807369,20A/22A,L,acetylcholine,1,lh,lh,78.2,517.0,56.0,631,0.124,11.9,59.2,7.1,lh->lm lh->rh lf->lh,ipsilateral
IN07B066,809856,07B,L,acetylcholine,1,lm|lh,rm|lm,78.2,90.0,0.0,472,0.166,33.5,7.2,37.5,lm->rm lh->rm lm->rh,both
IN11A020,907699,11A,L,acetylcholine,1,lm|lh|lf,lf|lh|rf,78.2,98.0,0.0,574,0.136,10.3,44.0,23.9,lm->lf lm->lh lh->lf,both
IN13B034,803997,13B,R,gaba,-1,lh,lh,78.1,1383.0,13.0,1515,0.052,35.8,42.1,0.2,lh->rh lh->lm,both
IN04B068,808838,04B,R,acetylcholine,1,rh,rh,78.1,390.0,105.0,433,0.18,27.6,49.1,1.4,rh->rm rh->lh rm->rh,both
INXXX369,801517,XXX (unassigned),R,gaba,-1,rf,rh,78.0,78.0,0.0,3187,0.024,0.0,78.0,0.0,rf->rh,ipsilateral
IN14A009,802219,14A,L,glutamate,-1,rh,rh,78.0,1682.0,48.0,2160,0.036,39.0,39.0,0.0,rh->rm rh->lh,both
IN12A039,803083,12A,L,acetylcholine,1,lh|lm,rh,78.0,78.0,0.0,2107,0.037,62.8,0.0,15.2,lh->rh lm->rh,contralateral
IN23B028,804243,23B,L,acetylcholine,1,lh,lh,78.0,347.0,0.0,1111,0.07,30.0,0.0,48.0,lh->rm lh->rh,both
IN14A015,804267,14A,L,glutamate,-1,rh,rh,78.0,1319.0,128.0,1742,0.045,63.0,15.0,0.0,rh->lh rh->rm,contralateral
IN07B086,804999,07B,L,acetylcholine,1,lh,rm|lh,78.0,92.0,15.0,665,0.117,7.0,0.0,71.0,lh->rm,both
IN04B036,806828,04B,L,acetylcholine,1,lm,lm,78.0,703.0,66.0,960,0.081,0.0,78.0,0.0,lm->lh,ipsilateral
IN03A088,807938,03A,L,acetylcholine,1,lm,lm,78.0,411.0,7.0,684,0.114,13.1,63.0,1.9,lf->lm lm->rm lm->lh,ipsilateral
IN16B108,808192,16B,R,glutamate,-1,rh,rh,78.0,610.0,53.0,658,0.119,64.0,14.0,0.0,rh->lh rh->rm,contralateral
IN06A085,810215,06A,L,gaba,-1,lm|rm,lh,78.0,78.0,0.0,501,0.156,0.0,56.4,21.6,lm->lh rm->lh,ipsilateral
IN03B071,810342,03B,L,gaba,-1,lh,lh|rh|lm,78.0,137.0,0.0,716,0.109,51.0,27.0,0.0,lh->rh lh->lm,both
IN20A.22A045,809835,20A/22A,R,acetylcholine,1,rm,rm|rh,77.9,206.0,48.0,278,0.28,0.0,77.9,0.0,rm->rh rm->rf rh->rm,ipsilateral
IN12B012,903264,12B,L,gaba,-1,rh,rh,77.9,2325.0,903.0,2418,0.032,43.5,23.5,10.9,rh->lh rm->rh lf->rh,both
IN13A015,803187,13A,L,gaba,-1,lm,lm,77.8,1812.0,371.0,2000,0.039,29.7,47.8,0.3,lh->lm rm->lm lm->rm,both
IN12B056,809863,12B,R,gaba,-1,lh,lh|lm|rh,77.8,175.0,6.0,277,0.281,42.8,31.1,3.9,lh->rh lh->lm rh->lh,both
IN05B016,903315,05B,R,gaba,-1,rh|lh|lf,lh|rh,77.8,114.0,0.0,3050,0.026,39.1,21.1,17.6,rh->lh lh->rh lf->lh,both
IN04B104,806270,04B,L,acetylcholine,1,lf|lh,lf,77.7,254.0,135.0,254,0.306,0.0,77.7,0.0,lh->lf lm->lf,ipsilateral
IN19A022,902500,19A,R,gaba,-1,rf,rf,77.6,787.0,427.0,857,0.091,0.3,51.6,25.7,rf->rm rf->lm rm->rf,both
IN07B030,802083,07B,R,glutamate,-1,lh|lf|rh|rm,rh|lm,77.5,87.0,0.0,3268,0.024,22.9,34.5,20.1,lh->rh lh->lm lf->rh,both
IN08A029,808514,08A,L,glutamate,-1,lm,lm,77.5,585.0,97.0,611,0.127,0.0,77.5,0.0,lm->lf lh->lm,ipsilateral
IN23B032,807129,23B,L,acetylcholine,1,lf|rf,lf,77.4,210.0,0.0,375,0.206,63.4,10.3,3.7,rf->lf lf->rf lf->lm,contralateral
IN20A.22A053,808049,20A/22A,R,acetylcholine,1,rf,rf,77.4,338.0,0.0,500,0.155,23.4,52.4,1.6,rf->rm rf->lf rm->rf,both
IN03A045,810861,03A,L,acetylcholine,1,lf,lf,77.4,834.0,303.0,970,0.08,0.1,62.7,14.5,lm->lf rm->lf,ipsilateral
IN04B074,907028,04B,L,acetylcholine,1,lh|lm,lh,77.3,397.0,231.0,403,0.192,13.4,61.3,2.6,lm->lh lh->rh,ipsilateral
IN12B056,810674,12B,L,gaba,-1,rh,rh,77.2,289.0,39.0,328,0.235,12.3,54.1,10.8,rh->rm rm->rh rh->lh,ipsilateral
IN21A006,929268,21A,L,glutamate,-1,lm,lm,77.2,1676.0,356.0,1942,0.04,9.0,68.2,0.0,lm->lf lm->rm,ipsilateral
IN09B045,806982,09B,R,glutamate,-1,rm|lm,rm|lm,77.1,146.0,0.0,771,0.1,63.1,4.9,9.1,rm->lm lm->rm rm->lf,contralateral
IN20A.22A088,940393,20A/22A,R,acetylcholine,1,rh|rm,rh,77.1,252.0,185.0,252,0.306,0.0,77.1,0.0,rm->rh,ipsilateral
IN13B017,802968,13B,L,gaba,-1,rh,rh,77.0,1248.0,390.0,1437,0.054,60.0,17.0,0.0,rh->lh rh->rm,contralateral
IN20A.22A048,806461,20A/22A,L,acetylcholine,1,lh,lh,77.0,737.0,0.0,965,0.08,15.0,62.0,0.0,lh->lm lh->rh,ipsilateral
IN04B073,806815,04B,L,acetylcholine,1,lf,lf,77.0,252.0,133.0,293,0.263,16.8,42.5,17.7,lh->lf rh->lf rf->lf,both
IN04B105,809415,04B,R,acetylcholine,1,rh|rm,rh,77.0,354.0,30.0,394,0.196,0.0,77.0,0.0,rm->rh rh->rm,ipsilateral
IN19B064,813102,19B,L,acetylcholine,1,rm,rh,77.0,77.0,0.0,542,0.142,0.0,77.0,0.0,rm->rh,ipsilateral
IN18B056,815841,18B,L,acetylcholine,1,lf|lh|rh,rh|rm|lh,76.9,87.0,0.0,183,0.42,11.6,15.2,50.1,lf->rh lf->rm lf->lh,both
IN12B063_c,807962,12B,L,gaba,-1,lh|rm,rm,76.8,122.0,0.0,928,0.083,14.6,17.1,45.1,lh->rm rh->rm lm->rm,both
IN03A079,808322,03A,L,acetylcholine,1,lm,lm,76.8,640.0,154.0,767,0.1,0.0,76.8,0.0,lh->lm lf->lm,ipsilateral
IN12B072,811906,12B,R,gaba,-1,lf|rf,lf,76.8,188.0,0.0,188,0.408,40.9,24.8,11.1,rf->lf lm->lf rh->lf,both
IN11A043,908871,11A,L,acetylcholine,1,rm|lm|lh,lh,76.8,104.0,30.0,450,0.171,1.8,29.4,45.6,rm->lh lm->lh,both
INXXX217,47170,XXX (unassigned),R,gaba,-1,rh|lh,rh|lh,76.7,157.0,0.0,2855,0.027,64.9,6.7,5.1,rh->lh lh->rh,contralateral
IN21A022,802880,21A,R,acetylcholine,1,rm,rm,76.7,829.0,447.0,1146,0.067,30.7,44.7,1.3,rm->rh lm->rm rh->rm,both
IN12A056,910011,12A,L,acetylcholine,1,lf|lh,lf,76.7,154.0,0.0,290,0.265,16.3,39.0,21.4,lh->lf rf->lf lf->rh,both
IN01B027_a,804285,01B,L,gaba,-1,lh,lh,76.6,457.0,0.0,1504,0.051,30.2,40.6,5.8,lh->rh lh->lm lm->lh,both
IN20A.22A019,806723,20A/22A,L,acetylcholine,1,lh,lh,76.6,425.0,0.0,541,0.142,6.9,59.6,10.1,lf->lh lh->lm lm->lh,ipsilateral
IN20A.22A036,940352,20A/22A,L,acetylcholine,1,lm,lm,76.6,479.0,69.0,486,0.158,0.0,76.6,0.0,lh->lm lm->lh lm->lf,ipsilateral
IN03A073,801345,03A,L,acetylcholine,1,lf,lf,76.5,414.0,94.0,468,0.164,23.0,52.5,1.0,lf->lm lf->rf lm->lf,both
IN13A028,803733,13A,L,gaba,-1,lh,lh,76.5,694.0,35.0,864,0.089,25.5,49.7,1.3,lm->lh lh->rh lh->lm,both
IN13B078,804912,13B,R,gaba,-1,lf,lf,76.5,579.0,28.0,1201,0.064,13.7,48.5,14.3,lf->lm lf->rh lf->rf,both
IN12B020,804385,12B,R,gaba,-1,lf,lf,76.4,698.0,96.0,825,0.093,65.2,10.8,0.4,rf->lf lf->rf lm->lf,contralateral
IN20A.22A084,812456,20A/22A,L,acetylcholine,1,lm|lh,lm,76.4,206.0,0.0,381,0.201,0.0,76.4,0.0,lh->lm lm->lh,ipsilateral
IN17A093,905221,17A,L,acetylcholine,1,lh|lm,lm|lh,76.4,126.0,5.0,791,0.097,13.4,53.4,9.6,lh->lm lm->lh lh->rh,both
IN04B068,906379,04B,R,acetylcholine,1,rh,rh,76.4,425.0,127.0,596,0.128,30.5,44.3,1.6,rm->rh lh->rh rh->rm,both
IN07B044,1050186736,07B,L,acetylcholine,1,lm,lm|rm,76.4,185.0,0.0,450,0.17,40.2,22.8,13.4,lm->rm lm->lh lm->rh,both
IN20A.22A001,800466,20A/22A,R,acetylcholine,1,rm,rm,76.3,1309.0,667.0,2047,0.037,8.1,65.7,2.5,rh->rm lm->rm,ipsilateral
IN20A.22A001,800756,20A/22A,L,acetylcholine,1,lm,lm,76.3,1855.0,899.0,2656,0.029,0.0,76.3,0.0,lh->lm lf->lm,ipsilateral
IN10B023,801299,10B,L,acetylcholine,1,lf|rh,rh|lh,76.3,96.0,0.0,2392,0.032,8.5,20.5,47.3,lf->rh lf->lh rh->lh,both
IN20A.22A048,804114,20A/22A,R,acetylcholine,1,rh,rh,76.3,701.0,6.0,839,0.091,0.0,76.3,0.0,rm->rh rh->rm,ipsilateral
IN20A.22A048,806042,20A/22A,L,acetylcholine,1,lh,lh,76.3,682.0,0.0,857,0.089,14.6,61.3,0.4,lh->lm lm->lh lh->rh,ipsilateral
IN16B070,806412,16B,R,glutamate,-1,rf|lf,rf|lf,76.3,156.0,39.0,164,0.465,76.3,0.0,0.0,lf->rf rf->lf,contralateral
IN03B043,804260,03B,L,gaba,-1,lh,rh|lh,76.2,106.0,0.0,1477,0.052,60.5,9.2,6.5,lh->rh,contralateral
IN12B069,802444,12B,L,gaba,-1,rh|lh|rf|lf,rf,76.1,92.0,0.0,555,0.137,14.8,31.2,30.2,rh->rf lh->rf lf->rf,both
IN04B035,805386,04B,L,acetylcholine,1,lm,lm,76.1,586.0,195.0,771,0.099,5.3,70.1,0.7,lf->lm,ipsilateral
IN04B026,815782,04B,R,acetylcholine,1,rf|rm,rf,76.1,260.0,49.0,354,0.215,0.0,76.1,0.0,rm->rf rf->rm,ipsilateral
IN19B031,803032,19B,R,acetylcholine,1,rm,lf|rh|lh,76.0,76.0,0.0,2033,0.037,0.0,23.0,53.0,rm->lf rm->rh rm->lh,both
IN06A013,803381,06A,L,gaba,-1,lh,rh|lh,76.0,115.0,47.0,1744,0.044,60.0,0.0,16.0,lh->rh lh->rm,contralateral
"IN17A088,IN17A089",806119,17A,L,acetylcholine,1,lm,lh|lm|rm,76.0,105.0,30.0,423,0.18,21.0,48.0,7.0,lm->lh lm->rm,both
IN11A005,809402,11A,R,acetylcholine,1,rf,rf|rm,76.0,478.0,26.0,593,0.128,0.0,76.0,0.0,rf->rm,ipsilateral
IN12B088,810335,12B,L,gaba,-1,rh|lh,rm|lm,76.0,79.0,0.0,364,0.209,5.0,36.7,34.3,rh->rm rh->lm lh->rm,both
IN09A077,815951,09A,R,gaba,-1,rf,rf|lh|lf,76.0,129.0,0.0,220,0.345,28.0,19.0,29.0,rf->lh rf->lf rf->rm,both
IN16B120,904218,16B,L,glutamate,-1,lh,lh|rh,76.0,157.0,0.0,376,0.202,55.9,11.0,9.1,lh->rh lh->lm,contralateral
IN12B053,905237,12B,R,gaba,-1,lm,lm,76.0,339.0,40.0,441,0.172,6.0,70.0,0.0,lm->lh lm->lf,ipsilateral
IN03A069,802279,03A,L,acetylcholine,1,lf,lf,75.9,689.0,268.0,796,0.095,31.1,43.4,1.4,rf->lf lf->lm lm->lf,both
IN04B098,811232,04B,L,acetylcholine,1,lf|lh,lf,75.9,245.0,143.0,267,0.284,0.0,75.9,0.0,lh->lf lm->lf,ipsilateral
IN04B064,804335,04B,L,acetylcholine,1,lh,lh,75.8,526.0,32.0,917,0.083,55.8,18.6,1.4,rh->lh lh->rh lh->lm,contralateral
IN08A037,807405,08A,R,glutamate,-1,rh,rh,75.8,550.0,350.0,567,0.134,0.0,75.8,0.0,rm->rh,ipsilateral
IN08A012,803746,08A,L,glutamate,-1,lm,lm,75.7,1463.0,339.0,1570,0.048,0.0,75.7,0.0,lf->lm lh->lm lm->lf,ipsilateral
