type,bodyId,hemilineage,side,nt,sign,from_legs,to_legs,interleg_syn,leg_out_syn,mn_direct_syn,total_out_syn,frac_interleg,contra_syn,ipsi_syn,diag_syn,top_pairs,class
INXXX096,903760,XXX (unassigned),R,acetylcholine,1,rh|lh,lf|lm,844.9,948.0,432.0,1794,0.471,58.1,352.1,434.7,rh->lf lh->lf rh->lm,both
IN01A042,803859,01A,R,acetylcholine,1,rh|lh,lh|rh,840.9,1405.0,357.0,1788,0.47,823.9,9.5,7.5,rh->lh lh->rh,contralateral
IN14B010,804337,14B,R,glutamate,-1,rh,lh|lm,839.2,927.0,48.0,1455,0.577,602.2,11.6,225.4,rh->lh rh->lm,contralateral
IN06B016,800560,06B,R,gaba,-1,lh|lm|lf,rm|lm|lh|rh,838.4,1040.0,29.0,4342,0.193,180.6,357.0,300.8,lh->rm lm->rm,both
IN18B029,803579,18B,L,acetylcholine,1,lh|rh,rh,834.8,1517.0,375.0,1770,0.472,744.7,16.3,73.8,lh->rh,contralateral
IN03A006,800897,03A,R,acetylcholine,1,rh,rh,828.2,3673.0,100.0,4222,0.196,402.6,323.9,101.8,rh->lh rh->rm,both
IN19B033,904813,19B,R,acetylcholine,1,rh|lm|rm,lh|lm,827.0,994.0,162.0,2058,0.402,326.5,196.5,304.0,rh->lh rh->lm lm->lh,both
IN05B031,800447,05B,R,gaba,-1,lh|rh,rh|lh,826.9,1427.0,5.0,2786,0.297,600.5,113.4,113.0,lh->rh rh->lh,contralateral
IN03A052,804019,03A,L,acetylcholine,1,lh|lm,lm|lh,826.1,1425.0,25.0,1593,0.519,27.2,777.1,21.8,lh->lm lm->lh,ipsilateral
INXXX096,801230,XXX (unassigned),L,acetylcholine,1,lh|rh,rf|rm,824.0,890.0,318.0,1714,0.481,64.8,222.7,536.5,lh->rf lh->rm,both
IN07B023,802359,07B,R,glutamate,-1,rm|rh|lm,lh|lm,822.1,919.0,0.0,1845,0.446,330.4,136.1,355.6,rm->lh rm->lm rh->lh,both
IN03B028,801487,03B,L,gaba,-1,lm,lh|lm,821.4,1191.0,227.0,1756,0.468,2.9,702.4,116.1,lm->lh,ipsilateral
INXXX032,801614,XXX (unassigned),L,acetylcholine,1,rh|lh,rf|rm,820.2,825.0,420.0,1452,0.565,59.7,388.0,372.6,rh->rf lh->rf rh->rm,both
INXXX464,800211,XXX (unassigned),R,acetylcholine,1,rm,rm,818.4,6736.0,1606.0,7313,0.112,8.1,746.4,63.9,rm->rh rm->rf rh->rm,ipsilateral
IN03B021,802336,03B,R,gaba,-1,rm,rh|rm|lh,818.3,1173.0,104.0,2348,0.349,25.2,579.3,213.8,rm->rh rm->lh,ipsilateral
IN06B020,801455,06B,R,gaba,-1,lh|rh|rm,lh|rh|lm,817.3,1066.0,6.0,2630,0.311,246.5,286.1,284.7,rh->lh lh->rh,both
IN14A002,800064,14A,R,glutamate,-1,lh,lh,816.3,6888.0,13.0,8545,0.096,283.7,465.2,67.3,lh->lm lh->rh lm->lh,both
IN09A010,904525,09A,R,gaba,-1,rm,rm|lh,816.0,2451.0,489.0,2733,0.299,49.5,381.0,385.5,rm->lh rm->rh,both
IN12A027,805710,12A,L,acetylcholine,1,lf|rf,lm|rm|lf,812.4,986.0,324.0,1199,0.678,158.5,340.6,313.3,lf->lm lf->rm rf->lm,both
IN04B005,801415,04B,L,acetylcholine,1,lh,lh|rh,811.6,1957.0,0.0,3267,0.248,657.2,112.5,41.9,lh->rh rh->lh,contralateral
INXXX038,800192,XXX (unassigned),R,acetylcholine,1,rh,rh|rm|lh,810.4,1814.0,183.0,6037,0.134,397.1,397.6,15.6,rh->rm rh->lh,both
IN06B033,806350,06B,R,gaba,-1,rh|lh|rm,lh,809.8,1058.0,159.0,1281,0.632,634.3,5.8,169.7,rh->lh rm->lh,contralateral
IN09A001,905022,09A,R,gaba,-1,rm,rm,799.4,3809.0,0.0,7699,0.104,226.4,505.6,67.4,rm->rh rf->rm lm->rm,both
IN09B022,800982,09B,R,glutamate,-1,lh|lm,lh|lm,796.2,1433.0,0.0,4416,0.18,46.4,634.7,115.1,lh->lm lm->lh,ipsilateral
IN19A027,801332,19A,L,acetylcholine,1,lh,lh|rh,792.5,2181.0,0.0,3669,0.216,488.8,270.3,33.4,lh->rh lh->lm lm->lh,both
IN26X001,800217,26X,L,gaba,-1,lh,lh,789.2,5876.0,0.0,7943,0.099,232.4,450.2,106.6,lh->lm lh->rh lh->rf,both
IN01A023,802483,01A,R,acetylcholine,1,lm,lm|lh,786.6,3025.0,834.0,3336,0.236,43.1,642.9,100.7,lm->lh lh->lm,ipsilateral
INXXX065,903332,XXX (unassigned),L,gaba,-1,lh,rh|lh|rm,786.4,1121.0,0.0,2291,0.343,371.3,90.7,324.4,lh->rh lh->rm,both
IN26X001,800143,26X,R,gaba,-1,rh,rh,782.6,5337.0,0.0,6853,0.114,298.2,375.6,108.8,rh->rm rh->lh lh->rh,both
IN26X001,800438,26X,L,gaba,-1,rm,rm,779.7,5790.0,54.0,7066,0.11,0.0,779.7,0.0,rh->rm rm->rf rm->rh,ipsilateral
IN05B024,902789,05B,R,gaba,-1,lf|rm,rm|lm|lh,778.3,914.0,0.0,2855,0.273,141.3,313.7,323.3,lf->rm lf->lm lf->lh,both
IN21A009,801166,21A,L,glutamate,-1,lm,lm,774.8,3514.0,85.0,4114,0.188,13.3,759.8,1.7,lm->lf lf->lm lh->lm,ipsilateral
IN19A011,800536,19A,L,gaba,-1,lm,lm,770.9,4510.0,123.0,5513,0.14,91.0,627.0,52.9,lm->lh lm->lf rm->lm,ipsilateral
IN08B019,903425,08B,R,acetylcholine,1,rh|lh,lf|lh|rh,770.2,953.0,0.0,2446,0.315,159.7,304.1,306.4,rh->lf lh->lf rh->lh,both
INXXX101,802365,XXX (unassigned),L,acetylcholine,1,rh|rm|rf,rm|rh,767.7,1150.0,0.0,1793,0.428,63.0,649.7,55.0,rh->rm rm->rh rh->rf,ipsilateral
IN19A011,800082,19A,L,gaba,-1,lf,lf,766.4,3733.0,294.0,4666,0.164,217.4,536.3,12.8,lf->lm lf->rf lm->lf,both
IN05B030,800437,05B,R,gaba,-1,rh|rm|lf,lh,765.8,847.0,0.0,5007,0.153,355.4,212.2,198.2,rh->lh rm->lh lf->lh,both
IN12A021_c,803095,12A,R,acetylcholine,1,lf|rf,rh|lh|rm,764.7,862.0,62.0,1235,0.619,97.7,330.2,336.8,lf->rh rf->rh lf->lh,both
IN05B021,800704,05B,R,gaba,-1,lm|lh|rm,lm|lh|rh|rm,763.8,1016.0,0.0,1816,0.421,211.9,304.9,247.0,lm->lh lh->lm,both
IN10B014,801308,10B,L,acetylcholine,1,rm,rm,763.6,2458.0,74.0,3607,0.212,49.8,664.1,49.7,rm->rf rf->rm rm->rh,ipsilateral
IN18B021,801168,18B,R,acetylcholine,1,lh|rh,lh,761.0,2103.0,52.0,2780,0.274,689.9,59.2,11.8,rh->lh,contralateral
IN01A012,902437,01A,L,acetylcholine,1,rh,rh,760.5,2896.0,94.0,3690,0.206,365.9,280.5,114.2,rh->lh rh->rm rh->lf,both
IN09A001,801890,09A,R,gaba,-1,rf|lf,rf,759.2,2253.0,10.0,4477,0.17,303.7,362.5,93.1,lf->rf rf->rm,both
IN12B014,802290,12B,R,gaba,-1,rh|rm|rf,lh|lm|rh,758.4,862.0,18.0,2862,0.265,279.0,114.4,365.0,rh->lh rh->lm rm->lh,both
IN12B005,905271,12B,L,gaba,-1,lf,rh|rm|rf|lh,752.8,814.0,49.0,1936,0.389,130.4,189.3,433.1,lf->rh lf->rm lf->rf,both
IN01A028,803502,01A,L,acetylcholine,1,lh|rh|rm,rh|lh,752.1,1095.0,155.0,1608,0.468,332.3,255.5,164.3,lh->rh rm->rh,both
IN09B022,907672,09B,L,glutamate,-1,rh|rm,rh|rm,747.8,1430.0,0.0,4004,0.187,5.5,602.8,139.5,rh->rm rm->rh,ipsilateral
IN06B020,801500,06B,L,gaba,-1,rh|rm|lh|lm,lh|rh|rm,747.3,955.0,6.0,2423,0.308,204.4,269.9,273.0,rh->lh rm->lh rm->rh,both
IN19A011,905003,19A,R,gaba,-1,rm,rm,746.5,4512.0,136.0,5413,0.138,55.2,684.3,7.0,rm->rh rm->rf rh->rm,ipsilateral
IN06B030,802108,06B,L,gaba,-1,rh|rm,rh|rm,744.7,1441.0,5.0,2598,0.287,105.7,570.7,68.3,rh->rm rm->rh,ipsilateral
IN03A014,801447,03A,L,acetylcholine,1,lh,lh,744.5,3200.0,8.0,3505,0.212,208.2,490.5,45.8,lh->lm lh->rh,both
IN05B031,902348,05B,L,gaba,-1,lh|rh,lh|rh,741.5,1302.0,0.0,2580,0.287,468.8,145.0,127.7,rh->lh lh->rh lh->lm,both
IN12A019_b,802724,12A,L,acetylcholine,1,lf|lm,lm|lh,739.9,888.0,38.0,1274,0.581,23.9,504.5,211.5,lf->lm lf->lh lf->rh,both
IN14B011,807154,14B,R,glutamate,-1,rf|lf,lf,737.1,911.0,39.0,1047,0.704,737.1,0.0,0.0,rf->lf,contralateral
IN14A001,800666,14A,R,gaba,-1,lm,lm,734.8,3780.0,59.0,5524,0.133,86.1,646.8,1.9,lm->lf lm->lh lm->rm,ipsilateral
INXXX004,800112,XXX (unassigned),L,gaba,-1,lm|lh|lf,lm|lh|lf,734.6,1107.0,0.0,5884,0.125,33.4,641.6,59.6,lh->lm lm->lh lm->lf,ipsilateral
IN14B010,805391,14B,R,glutamate,-1,rm|lm,lm,733.7,893.0,99.0,1228,0.597,640.7,18.2,74.8,rm->lm,contralateral
IN06B028,802732,06B,L,gaba,-1,rm|rh,rh|rm,732.9,991.0,669.0,1091,0.672,111.1,404.0,217.7,rm->rh rm->lf rm->rf,both
IN13A003,800307,13A,R,gaba,-1,rh,rh,730.1,4696.0,53.0,7078,0.103,123.1,376.0,231.0,rh->rm rh->lf rm->rh,both
IN06B028,812084,06B,R,gaba,-1,lm|rh|rm,lm|rm|rh,728.4,1029.0,648.0,1121,0.65,213.7,233.2,281.5,lm->rm lm->rh lm->lf,both
IN17A007,801124,17A,L,acetylcholine,1,lh,lh|rh,728.1,2336.0,182.0,2993,0.243,511.1,207.1,9.9,lh->rh lh->lm,contralateral
INXXX084,801065,XXX (unassigned),L,acetylcholine,1,lh|rh,lm|rh|lh|rm,727.5,922.0,0.0,3377,0.215,186.0,275.8,265.7,lh->lm rh->lm lh->rh,both
IN17A016,800465,17A,L,acetylcholine,1,lh,lh,723.7,3871.0,467.0,4837,0.15,385.7,249.1,88.9,rh->lh lh->rh lm->lh,both
IN08A008,800726,08A,L,glutamate,-1,lh,lh|rh,723.4,2641.0,56.0,3334,0.217,564.2,135.6,23.7,lh->rh rh->lh lm->lh,contralateral
IN26X001,800757,26X,R,gaba,-1,lm,lm,723.2,6479.0,45.0,7829,0.092,1.2,654.8,67.3,lm->lf lh->lm lm->lh,ipsilateral
IN06B030,802074,06B,R,gaba,-1,lh|rh,lh|lm,722.8,1264.0,6.0,3066,0.236,343.7,230.9,148.1,rh->lh lh->lm rh->lm,both
INXXX468,904183,XXX (unassigned),L,acetylcholine,1,lh,lh,718.7,2380.0,20.0,2728,0.263,242.3,392.5,83.9,lh->lm lh->rh,both
IN12B003,800827,12B,R,gaba,-1,lm,lm,717.7,3286.0,32.0,4119,0.174,29.8,638.5,49.4,lh->lm lf->lm,ipsilateral
IN17A025,801248,17A,L,acetylcholine,1,lh,lh,716.9,2815.0,78.0,3219,0.223,212.6,455.2,49.1,lh->lm lh->rh lm->lh,both
INXXX468,802099,XXX (unassigned),L,acetylcholine,1,lh,lh,716.2,2512.0,0.0,2854,0.251,199.1,422.7,94.3,lh->lm lh->rh lm->lh,both
IN18B038,803485,18B,L,acetylcholine,1,rh|rm|lh,rh|rm,713.0,1108.0,277.0,1377,0.518,163.6,391.3,158.1,rh->rm rm->rh lh->rh,both
IN07B033,802192,07B,L,acetylcholine,1,lm|lh|rh,rh|rm,712.2,799.0,185.0,1986,0.359,310.9,99.8,301.5,lm->rh lm->rm lh->rh,both
IN18B021,802260,18B,L,acetylcholine,1,rh|lh,rh,709.2,1354.0,96.0,1791,0.396,528.3,21.9,159.0,lh->rh lm->rh,contralateral
INXXX091,802355,XXX (unassigned),L,acetylcholine,1,rh|rm,rh|rm,707.8,1235.0,276.0,1691,0.419,98.9,511.6,97.3,rh->rm rm->rh,ipsilateral
IN13B103,904586,13B,R,gaba,-1,rh,lh|rh,707.0,1056.0,0.0,1983,0.357,495.8,112.2,99.0,rh->lh lf->lh,contralateral
IN07B029,802081,07B,L,acetylcholine,1,rh|rf,rh,704.6,1619.0,0.0,1931,0.365,181.8,358.4,164.4,rf->rh lh->rh lf->rh,both
INXXX126,802820,XXX (unassigned),L,acetylcholine,1,rh,lf|lh|lm,703.4,757.0,147.0,1198,0.587,102.5,100.5,500.3,rh->lf rh->lh rh->lm,both
IN05B094,800555,05B,L,acetylcholine,1,lm|lh|rh|lf,rh|lm|lh|rm,703.2,882.0,0.0,5546,0.127,167.8,256.7,278.8,lm->rh lh->rh,both
IN14B010,805426,14B,L,glutamate,-1,lm,rm,702.8,774.0,46.0,929,0.757,620.8,8.4,73.6,lm->rm,contralateral
IN21A009,800894,21A,L,glutamate,-1,lh,lh|lm,702.0,3022.0,177.0,3797,0.185,124.0,572.0,6.0,lh->lm lh->rh lf->lh,ipsilateral
IN01A044,803608,01A,R,acetylcholine,1,rh|lh,lh,701.5,1268.0,70.0,1651,0.425,658.5,19.5,23.5,rh->lh,contralateral
IN17A017,800133,17A,R,acetylcholine,1,rh,rh,700.4,4161.0,1376.0,4477,0.156,442.6,242.6,15.1,rh->lh lh->rh rh->rm,both
IN03A006,800663,03A,L,acetylcholine,1,lf,lf|lm,698.8,2937.0,156.0,3517,0.199,178.7,472.8,47.3,lf->lm lf->rf,both
IN14B011,803141,14B,R,glutamate,-1,rf,lf,696.2,818.0,23.0,865,0.805,696.2,0.0,0.0,rf->lf,contralateral
IN12B005,801917,12B,R,gaba,-1,rf|lh|lm,lh|lm|lf,695.9,804.0,31.0,2444,0.285,139.9,230.4,325.5,rf->lh rf->lm rf->lf,both
IN13B001,800668,13B,L,gaba,-1,rf,rf,694.8,3450.0,26.0,4971,0.14,218.4,467.0,9.3,rf->rm rf->lf,both
IN14B011,806109,14B,L,glutamate,-1,lf,rf,693.3,771.0,34.0,878,0.79,693.3,0.0,0.0,lf->rf,contralateral
IN09A001,800424,09A,L,gaba,-1,lm,lm,692.9,4119.0,0.0,8256,0.084,148.4,516.7,27.9,lf->lm rm->lm lm->lh,ipsilateral
INXXX065,801023,XXX (unassigned),R,gaba,-1,rh,lh|rh|lm,692.3,987.0,0.0,2266,0.306,329.0,31.1,332.2,rh->lh rh->lm rh->lf,both
IN08B004,805191,08B,L,acetylcholine,1,lf|lh,rh|lh,690.0,760.0,211.0,3359,0.205,210.8,118.8,360.4,lf->rh lh->rh,both
IN19A011,800369,19A,R,gaba,-1,rf,rf,688.1,2789.0,193.0,3615,0.19,222.9,451.8,13.4,rf->rm rf->lf,both
IN01A012,800580,01A,L,acetylcholine,1,rm,rm,686.0,3736.0,531.0,4672,0.147,5.8,559.8,120.4,rm->rh rm->rf lf->rm,ipsilateral
INXXX129,800810,XXX (unassigned),R,acetylcholine,1,rh|lh,lh|lm|rh,685.1,946.0,58.0,2272,0.302,338.1,166.0,181.0,rh->lh rh->lm,both
IN19B033,802016,19B,L,acetylcholine,1,rh|rm,rh|rm,682.9,1100.0,229.0,2028,0.337,144.6,415.2,123.1,rh->rm rm->rh rh->lh,both
INXXX468,802328,XXX (unassigned),R,acetylcholine,1,rh,rh,681.7,2481.0,6.0,2724,0.25,199.0,409.2,73.5,rh->rm rh->lh rm->rh,both
IN13B001,800423,13B,L,gaba,-1,rh,rh,681.5,6629.0,182.0,8085,0.084,431.6,228.5,21.4,rh->lh rh->rm rm->rh,both
INXXX464,800072,XXX (unassigned),L,acetylcholine,1,lm,lm,679.6,6970.0,1573.0,7923,0.086,0.0,679.6,0.0,lm->lh lm->lf lh->lm,ipsilateral
IN12B018,802751,12B,R,gaba,-1,rh|lh,lh|rh,679.2,1048.0,355.0,1560,0.435,373.6,183.7,121.9,rh->lh lh->rh lf->lh,both
IN14B011,805442,14B,L,glutamate,-1,lf,rf,675.5,722.0,21.0,864,0.782,675.5,0.0,0.0,lf->rf,contralateral
IN18B036,804882,18B,R,acetylcholine,1,lm|rh,lm,672.0,1518.0,27.0,1667,0.403,19.0,27.0,626.0,rh->lm,both
IN21A016,941298,21A,L,glutamate,-1,lf|lm,lf,670.4,2156.0,733.0,2233,0.3,20.7,568.1,81.6,lm->lf lh->lf rm->lf,ipsilateral
IN06B030,802183,06B,L,gaba,-1,rh|rm,rh|rm,668.0,1190.0,0.0,2458,0.272,146.8,421.9,99.2,rh->rm rm->rh lh->rh,both
IN12A007,801196,12A,L,acetylcholine,1,lh|lm,lh|lm,661.5,1911.0,111.0,3350,0.197,82.5,562.5,16.5,lh->lm lm->lh lh->rh,ipsilateral
IN09B006,800572,09B,L,acetylcholine,1,rh,rh|rm,660.4,1410.0,55.0,2267,0.291,215.5,317.1,127.8,rh->rm lh->rh rh->lh,both
INXXX032,800582,XXX (unassigned),L,acetylcholine,1,lh|rh,rf|rm,659.4,689.0,331.0,2006,0.329,50.4,280.8,328.2,lh->rf lh->rm rh->rf,both
INXXX110,802715,XXX (unassigned),L,gaba,-1,lh|lf,lf,658.5,767.0,0.0,1728,0.381,18.3,485.2,155.0,lh->lf lm->lf,ipsilateral
IN19B015,801323,19B,L,acetylcholine,1,lh|rh,rh|lh,655.3,919.0,72.0,2079,0.315,496.6,56.8,101.9,lh->rh,contralateral
INXXX126,802667,XXX (unassigned),L,acetylcholine,1,rh|lh,lf|lm|lh,655.0,721.0,93.0,1262,0.519,92.7,163.3,399.0,rh->lf rh->lm rh->lh,both
IN21A009,904783,21A,L,glutamate,-1,lf,lf,653.0,2278.0,160.0,2775,0.235,474.2,153.0,25.8,lf->rf rf->lf lm->lf,contralateral
IN04B002,800712,04B,L,acetylcholine,1,lm|lh,lh|lm|lf,651.2,936.0,6.0,3619,0.18,51.5,525.2,74.5,lm->lh lm->lf lh->lm,ipsilateral
IN26X001,902262,26X,L,gaba,-1,rf,rf,649.9,3402.0,33.0,4815,0.135,246.3,376.6,27.0,rf->rm rf->lf rh->rf,both
IN18B038,803811,18B,R,acetylcholine,1,lm|rm|rh|lh,lm|lh,649.3,950.0,153.0,1159,0.56,209.8,242.9,196.5,rm->lm lm->lh rh->lm,both
IN12A021_a,801176,12A,L,acetylcholine,1,lf|rf,rm|lm|lf,649.2,719.0,105.0,1336,0.486,44.1,304.0,301.1,lf->rm lf->lm rf->rm,both
IN12B018,802843,12B,L,gaba,-1,rh|lh|lm,rh|lh,647.0,1121.0,390.0,1625,0.398,294.4,134.2,218.3,lh->rh lm->rh rh->lh,both
IN06B033,806126,06B,L,gaba,-1,lh|rh,rh,646.0,1007.0,86.0,1121,0.576,606.0,16.5,23.5,lh->rh,contralateral
IN19A020,801411,19A,L,gaba,-1,lh,lh,643.6,1841.0,51.0,1980,0.325,198.1,268.4,177.2,lh->lm lh->rh lh->rf,both
IN14A002,902443,14A,L,glutamate,-1,rh,rh,641.8,6751.0,27.0,8259,0.078,213.8,368.8,59.2,rh->rm rh->lh rm->rh,both
INXXX161,802949,XXX (unassigned),R,gaba,-1,lm|lf,lf|lm,639.5,948.0,82.0,1265,0.506,82.0,391.0,166.6,lm->lf lf->lm,both
IN01A018,903079,01A,L,acetylcholine,1,rf|lh,rf,639.5,1641.0,370.0,1984,0.322,96.5,135.3,407.7,lh->rf lm->rf rf->rm,both
IN07B016,800001,07B,L,acetylcholine,1,lm,rm,638.3,771.0,206.0,1614,0.395,253.3,180.8,204.3,lm->rm,both
INXXX129,806829,XXX (unassigned),L,acetylcholine,1,rh|lh|rm,rh|rm|lh,637.7,942.0,38.0,2332,0.273,250.3,220.5,166.9,lh->rh rh->rm rh->lh,both
IN21A009,801380,21A,R,glutamate,-1,rh,rh,635.1,3099.0,287.0,3905,0.163,220.4,392.9,21.7,rh->rm rh->lh lh->rh,both
IN07B033,802154,07B,R,acetylcholine,1,rm|lh|rh,lh|lm,634.6,757.0,136.0,2209,0.287,218.6,128.7,287.3,rm->lh rm->lm rh->lh,both
IN01A054,806547,01A,R,acetylcholine,1,rm,lm,633.3,739.0,0.0,1009,0.628,604.3,1.5,27.5,rm->lm,contralateral
IN08A002,903604,08A,L,glutamate,-1,lh,lh,630.9,4612.0,311.0,5495,0.115,248.5,345.6,36.9,lh->lm lh->rh,both
IN05B094,800113,05B,R,acetylcholine,1,rh|lh|lm,rh|lm|rm|lh,628.8,796.0,0.0,5688,0.111,160.1,227.2,241.5,lh->rh,both
IN21A018,801192,21A,R,acetylcholine,1,rh,rh|rm,628.0,2275.0,164.0,3609,0.174,70.8,541.1,16.1,rh->rm rm->rh,ipsilateral
IN07B016,904245,07B,R,acetylcholine,1,rm|lm|rh,lm|lh,626.2,812.0,275.0,1904,0.329,214.8,174.9,236.5,rm->lm rm->lh lm->lh,both
IN12A027,926839,12A,R,acetylcholine,1,lf|rf,lm|lf|rm,622.2,763.0,195.0,1006,0.619,134.4,252.9,234.9,lf->lm rf->lm lf->rm,both
IN11A003,806218,11A,R,acetylcholine,1,rm,rh,621.7,728.0,115.0,784,0.793,7.8,540.5,73.4,rm->rh,ipsilateral
INXXX464,800286,XXX (unassigned),L,acetylcholine,1,lf,lf,620.9,5140.0,991.0,5634,0.11,259.0,302.9,59.1,lf->lm lf->rf lm->lf,both
IN03B021,800448,03B,L,gaba,-1,lm,lh|lm,619.8,930.0,87.0,2227,0.278,78.9,431.8,109.1,lm->lh lm->rh lm->rm,both
IN03A052,804787,03A,R,acetylcholine,1,rh|rm,rm|rh,619.8,966.0,66.0,1162,0.533,40.6,554.8,24.4,rh->rm,ipsilateral
IN12A027,805087,12A,L,acetylcholine,1,rf|lf,lm|rf,619.5,730.0,258.0,965,0.642,112.5,239.4,267.6,rf->lm lf->lm,both
IN19A020,935927,19A,L,gaba,-1,lm,lm,618.0,2269.0,242.0,2391,0.258,0.0,618.0,0.0,lm->lh lm->lf,ipsilateral
IN12B014,801570,12B,L,gaba,-1,lh|lf|lm,rh|lh|rm,614.4,682.0,28.0,2427,0.253,272.1,63.4,278.9,lh->rh lf->rh lm->rh,both
INXXX110,802745,XXX (unassigned),R,gaba,-1,rh|rm,rf,614.1,665.0,0.0,1654,0.371,22.3,481.4,110.4,rh->rf rm->rf,ipsilateral
IN06B028,814356,06B,R,gaba,-1,lm,lm|rm|lh,612.1,846.0,121.0,2987,0.205,168.1,300.2,143.7,lm->rm lm->lh lm->lf,both
IN12A010,800235,12A,L,acetylcholine,1,lh,lh|rh,610.8,1283.0,253.0,5240,0.117,361.8,202.3,46.7,lh->rh lh->lm lm->lh,both
IN13B001,800356,13B,R,gaba,-1,lh,lh,610.6,6625.0,74.0,8320,0.073,402.7,186.6,21.3,lh->rh lh->lm lm->lh,both
IN17A025,801231,17A,R,acetylcholine,1,rm,rm|rh,609.3,2435.0,12.0,2884,0.211,1.4,568.9,39.0,rm->rh rm->rf,ipsilateral
IN21A009,801964,21A,R,glutamate,-1,rf,rf|lf,608.2,2133.0,13.0,2476,0.246,427.6,152.6,28.0,rf->lf lf->rf rh->rf,contralateral
IN17B004,932811,17B,L,gaba,-1,lh|lf,lm|lh,607.7,811.0,0.0,4865,0.125,89.3,422.7,95.7,lh->lm lf->lm lh->rh,both
IN21A003,800832,21A,L,glutamate,-1,lh,lh,607.6,2337.0,208.0,3082,0.197,333.1,248.6,25.9,lh->rh lh->lm,both
INXXX468,802450,XXX (unassigned),R,acetylcholine,1,rh,rh,607.2,2315.0,20.0,2570,0.236,196.2,366.6,44.5,rh->rm rh->lh rm->rh,both
IN21A011,801765,21A,L,glutamate,-1,lm,lm,604.0,2351.0,184.0,2782,0.217,0.1,591.6,12.3,lh->lm lf->lm,ipsilateral
IN07B028,802356,07B,R,acetylcholine,1,rm,lh|lm,603.2,614.0,0.0,1736,0.347,226.8,102.5,273.9,rm->lh rm->lm rm->rf,both
IN08B030,803293,08B,L,acetylcholine,1,lm|rh|lh,rh|rm,603.2,688.0,32.0,1108,0.544,196.7,113.6,292.9,lm->rh lm->rm,both
IN04B008,803475,04B,R,acetylcholine,1,rf|rm,rf|lf,602.3,958.0,164.0,1369,0.44,160.0,327.8,114.5,rm->rf rf->lf rh->rf,both
IN18B038,804253,18B,L,acetylcholine,1,rm|rh|lh|lm,rm|rh,600.4,863.0,410.0,945,0.635,153.1,236.6,210.7,rh->rm lh->rm lm->rm,both
INXXX096,803202,XXX (unassigned),L,acetylcholine,1,lh|rh,rf|rm,600.2,661.0,279.0,1340,0.448,50.6,221.9,327.8,lh->rf lh->rm rh->rf,both
IN01A037,803991,01A,R,acetylcholine,1,lh|rm,lh,600.1,1439.0,592.0,1564,0.384,154.3,203.6,242.1,rm->lh lh->rh lh->lm,both
INXXX180,903253,XXX (unassigned),R,acetylcholine,1,rh|rm,rm|rh,599.6,927.0,7.0,2318,0.259,124.6,349.7,125.3,rh->rm rm->rh rh->lh,both
IN03A029,804836,03A,L,acetylcholine,1,lm|lf,lf|lm,599.1,971.0,0.0,1187,0.505,28.2,532.8,38.1,lm->lf lf->lm,ipsilateral
IN01A042,808117,01A,R,acetylcholine,1,rh|lh,lh|rh,599.0,1035.0,302.0,1249,0.48,599.0,0.0,0.0,rh->lh lh->rh,contralateral
IN13B001,800306,13B,R,gaba,-1,lf,lf,598.9,4520.0,54.0,6094,0.098,96.5,372.9,129.6,lf->lm lf->rm lf->rf,both
IN19A040,801253,19A,L,acetylcholine,1,lh,lh,597.6,2960.0,102.0,3770,0.159,86.9,495.6,15.1,lm->lh lh->rh lh->lm,ipsilateral
IN01A035,902804,01A,R,acetylcholine,1,lm|rm,lm,597.0,1613.0,29.0,2048,0.292,319.2,218.4,59.4,rm->lm lm->lf lm->lh,both
IN13B013,800570,13B,R,gaba,-1,lh,lh,596.0,1984.0,0.0,4060,0.147,92.0,237.0,267.0,lh->rf lh->lm lh->rh,both
IN01A048,802852,01A,R,acetylcholine,1,lh|lm,lh|lm,595.0,1006.0,17.0,2490,0.239,126.1,377.9,91.0,lh->lm lm->lh lh->rh,both
IN12B018,904246,12B,L,gaba,-1,lf|rf,rf|lf,592.9,887.0,106.0,1210,0.49,326.2,131.6,135.0,lf->rf rf->lf lm->rf,both
IN12B018,800898,12B,R,gaba,-1,lf|rf|lm,lf|rf,591.9,943.0,282.0,1288,0.46,296.1,148.3,147.5,rf->lf lm->lf lf->rf,both
IN03B051,806408,03B,R,gaba,-1,lh,rm|rh,591.0,686.0,10.0,968,0.611,283.0,15.0,293.0,lh->rm lh->rh,both
INXXX110,802658,XXX (unassigned),L,gaba,-1,lh|lf,lf,589.7,739.0,0.0,1702,0.346,27.2,391.1,171.4,lh->lf lm->lf,both
IN12A027,933307,12A,R,acetylcholine,1,lf|rf|rm,rm|lm|lf,589.4,709.0,218.0,1003,0.588,101.7,228.4,259.3,lf->rm lf->lm rf->rm,both
IN04B007,801147,04B,L,acetylcholine,1,lh|lm,lh,588.0,2003.0,440.0,3743,0.157,111.8,450.8,25.3,lm->lh lh->lm lh->rh,ipsilateral
INXXX464,929612,XXX (unassigned),L,acetylcholine,1,lh,lh,587.4,4669.0,499.0,5133,0.114,290.6,241.7,55.1,lh->rh lh->lm lm->lh,both
IN14A001,903694,14A,L,gaba,-1,rm,rm,587.1,2462.0,0.0,3701,0.159,59.7,293.7,233.7,rm->rh lf->rm,both
